com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.504   Loaded server resource factory: com.ibm.etools.tomcat.server.local.41
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.504   Loaded server resource factory: com.ibm.etools.tomcat.serverConfiguration.41
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.websphere.category.v51
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.serverattach.instance.v5
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.serverattach.configuration.v5
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.serverattach.instance.v51
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.serverattach.configuration.v51
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.serverattach.instance.v4
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.serverattach.configuration.v4
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.websphere.v51.configuration.express
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.websphere.v51.server.remote.express
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.websphere.category.v5
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.websphere.category.v4
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.websphere.tools.v4.internal.factory.WASConfigurationFactory
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.etools.websphere.tools.v4.internal.factory.WASRemoteServerFactory
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.websphere.v5.configuration.base
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514   Loaded server resource factory: com.ibm.websphere.v5.server.remote.base
com.ibm.etools.server.core CONFIG  03/09/07 15:16.43.514 -<- Done loading .factories extension point -<-
com.ibm.etools.server.core CONFIG  03/09/07 17:38.41.887 -----<----- Server Core plugin shutdown -----<-----
